bus,direction,stop_id,stop
L1,1,0,1
L1,1,1,2
L1,1,2,3
L1,1,3,4
L1,1,4,5
L1,1,5,6
L1,1,6,7
L1,1,7,8
L1,1,8,9
L1,1,9,10
L1,1,10,11
L1,1,11,12
L1,1,12,13
L1,1,13,14
L1,1,14,15
L1,1,15,16
L1,1,16,17
L1,1,17,18
L1,2,0,18
L1,2,1,19
L1,2,2,20
L1,2,3,21
L1,2,4,22
L1,2,5,23
L1,2,6,24
L1,2,7,25
L1,2,8,26
L1,2,9,27
L1,2,10,28
L1,2,11,29
L1,2,12,30
L1,2,13,31
L1,2,14,32
L1,2,15,1
L10,1,0,1
L10,1,1,2
L10,1,2,3
L10,1,3,33
L10,1,4,18
L10,1,5,34
L10,1,6,35
L10,1,7,36
L10,1,8,37
L10,1,9,38
L10,1,10,39
L10,1,11,40
L10,1,12,41
L10,1,13,42
L10,1,14,43
L10,1,15,44
L10,1,16,45
L10,1,17,46
L10,1,18,47
L10,1,19,48
L10,1,20,49
L10,2,0,50
L10,2,1,51
L10,2,2,52
L10,2,3,53
L10,2,4,54
L10,2,5,55
L10,2,6,56
L10,2,7,57
L10,2,8,58
L10,2,9,59
L10,2,10,60
L10,2,11,61
L10,2,12,62
L10,2,13,63
L10,2,14,64
L10,2,15,65
L10,2,16,66
L10,2,17,31
L10,2,18,32
L10,2,19,1
L11,1,0,67
L11,1,1,68
L11,1,2,69
L11,1,3,70
L11,1,4,71
L11,1,5,72
L11,1,6,73
L11,1,7,74
L11,1,8,75
L11,1,9,76
L11,1,10,77
L11,1,11,78
L11,1,12,79
L11,1,13,80
L11,1,14,81
L11,1,15,82
L11,1,16,83
L11,1,17,84
L11,1,18,2
L11,1,19,3
L11,1,20,33
L11,1,21,18
L11,2,0,66
L11,2,1,31
L11,2,2,32
L11,2,3,85
L11,2,4,86
L11,2,5,87
L11,2,6,88
L11,2,7,89
L11,2,8,90
L11,2,9,91
L11,2,10,92
L11,2,11,93
L11,2,12,94
L11,2,13,95
L11,2,14,96
L11,2,15,97
L11,2,16,98
L11,2,17,99
L11,2,18,100
L11,2,19,101
L11,2,20,102
L12,1,0,103
L12,1,1,104
L12,1,2,105
L12,1,3,106
L12,1,4,107
L12,1,5,108
L12,1,6,109
L12,1,7,110
L12,1,8,111
L12,1,9,112
L12,1,10,113
L12,1,11,114
L12,1,12,115
L12,1,13,116
L12,1,14,117
L12,1,15,13
L12,1,16,14
L12,1,17,15
L12,1,18,16
L12,1,19,17
L12,1,20,66
L12,1,21,31
L12,1,22,32
L12,1,23,85
L12,1,24,86
L12,1,25,87
L12,1,26,88
L12,1,27,89
L12,1,28,90
L12,1,29,91
L12,1,30,118
L12,1,31,119
L12,1,32,120
L12,1,33,121
L12,1,34,122
L12,1,35,123
L12,1,36,124
L12,1,37,125
L12,1,38,126
L12,1,39,127
L12,2,0,128
L12,2,1,129
L12,2,2,130
L12,2,3,131
L12,2,4,132
L12,2,5,133
L12,2,6,134
L12,2,7,135
L12,2,8,136
L12,2,9,137
L12,2,10,78
L12,2,11,79
L12,2,12,80
L12,2,13,81
L12,2,14,82
L12,2,15,83
L12,2,16,84
L12,2,17,2
L12,2,18,3
L12,2,19,33
L12,2,20,18
L12,2,21,19
L12,2,22,20
L12,2,23,21
L12,2,24,22
L12,2,25,138
L12,2,26,139
L12,2,27,140
L12,2,28,141
L12,2,29,142
L12,2,30,143
L12,2,31,144
L12,2,32,145
L12,2,33,146
L12,2,34,147
L12,2,35,148
L12,2,36,149
L12,2,37,150
L12,2,38,151
L12,2,39,152
L12,2,40,153
L13,1,0,50
L13,1,1,51
L13,1,2,52
L13,1,3,154
L13,1,4,155
L13,1,5,156
L13,1,6,157
L13,1,7,158
L13,1,8,159
L13,1,9,160
L13,1,10,54
L13,1,11,55
L13,1,12,56
L13,1,13,57
L13,1,14,58
L13,1,15,59
L13,1,16,60
L13,1,17,61
L13,1,18,62
L13,1,19,63
L13,1,20,64
L13,1,21,65
L13,1,22,18
L13,1,23,19
L13,1,24,20
L13,1,25,21
L13,1,26,22
L13,1,27,138
L13,1,28,139
L13,1,29,161
L13,1,30,162
L13,1,31,163
L13,1,32,164
L13,1,33,165
L13,1,34,166
L13,1,35,167
L13,1,36,168
L13,1,37,144
L13,1,38,145
L13,1,39,146
L13,1,40,169
L13,1,41,170
L13,1,42,171
L13,1,43,152
L13,1,44,153
L13,2,0,103
L13,2,1,104
L13,2,2,172
L13,2,3,173
L13,2,4,109
L13,2,5,110
L13,2,6,111
L13,2,7,174
L13,2,8,175
L13,2,9,176
L13,2,10,177
L13,2,11,178
L13,2,12,179
L13,2,13,116
L13,2,14,117
L13,2,15,13
L13,2,16,14
L13,2,17,15
L13,2,18,16
L13,2,19,17
L13,2,20,180
L13,2,21,34
L13,2,22,35
L13,2,23,36
L13,2,24,37
L13,2,25,38
L13,2,26,39
L13,2,27,40
L13,2,28,41
L13,2,29,42
L13,2,30,43
L13,2,31,44
L13,2,32,45
L13,2,33,181
L13,2,34,182
L13,2,35,183
L13,2,36,184
L13,2,37,185
L13,2,38,186
L13,2,39,187
L13,2,40,188
L13,2,41,48
L13,2,42,49
L14,1,0,1
L14,1,1,3
L14,1,2,33
L14,1,3,18
L14,1,4,34
L14,1,5,35
L14,1,6,36
L14,1,7,37
L14,1,8,38
L14,1,9,39
L14,1,10,189
L14,1,11,190
L14,1,12,191
L14,1,13,192
L14,1,14,193
L14,1,15,194
L14,1,16,195
L14,1,17,196
L14,1,18,197
L14,1,19,198
L14,1,20,199
L14,1,21,200
L14,1,22,201
L14,1,23,202
L14,1,24,203
L14,1,25,204
L14,1,26,205
L14,2,0,206
L14,2,1,207
L14,2,2,208
L14,2,3,209
L14,2,4,210
L14,2,5,211
L14,2,6,212
L14,2,7,213
L14,2,8,214
L14,2,9,60
L14,2,10,61
L14,2,11,62
L14,2,12,63
L14,2,13,64
L14,2,14,65
L14,2,15,66
L14,2,16,31
L14,2,17,32
L14,2,18,1
L15,1,0,215
L15,1,1,3
L15,1,2,18
L15,1,3,23
L15,1,4,22
L15,1,5,21
L15,1,6,20
L15,1,7,19
L15,1,8,216
L15,1,9,217
L15,1,10,218
L15,2,0,219
L15,2,1,220
L15,2,2,221
L15,2,3,16
L15,2,4,15
L15,2,5,14
L15,2,6,13
L15,2,7,17
L15,2,8,66
L15,2,9,31
L15,2,10,32
L15,2,11,215
L16,1,0,1
L16,1,1,2
L16,1,2,3
L16,1,3,33
L16,1,4,18
L16,1,5,5
L16,1,6,6
L16,1,7,222
L16,1,8,223
L16,1,9,224
L16,1,10,225
L16,1,11,226
L16,1,12,227
L16,1,13,228
L16,1,14,229
L16,1,15,230
L16,1,16,231
L16,1,17,232
L16,1,18,233
L16,1,19,234
L16,1,20,235
L16,1,21,236
L16,1,22,237
L16,1,23,238
L16,1,24,239
L16,1,25,240
L16,2,0,241
L16,2,1,242
L16,2,2,243
L16,2,3,244
L16,2,4,245
L16,2,5,246
L16,2,6,247
L16,2,7,248
L16,2,8,249
L16,2,9,250
L16,2,10,251
L16,2,11,252
L16,2,12,253
L16,2,13,254
L16,2,14,255
L16,2,15,256
L16,2,16,257
L16,2,17,258
L16,2,18,259
L16,2,19,27
L16,2,20,28
L16,2,21,29
L16,2,22,66
L16,2,23,31
L16,2,24,32
L16,2,25,1
L17,1,0,2
L17,1,1,3
L17,1,2,33
L17,1,3,18
L17,1,4,260
L17,1,5,261
L17,1,6,262
L17,1,7,263
L17,1,8,264
L17,1,9,265
L17,1,10,266
L17,1,11,267
L17,1,12,268
L17,1,13,269
L17,1,14,270
L17,1,15,271
L17,1,16,272
L17,1,17,273
L17,1,18,274
L17,1,19,275
L17,1,20,276
L17,1,21,277
L17,2,0,278
L17,2,1,279
L17,2,2,280
L17,2,3,281
L17,2,4,282
L17,2,5,283
L17,2,6,284
L17,2,7,285
L17,2,8,286
L17,2,9,287
L17,2,10,288
L17,2,11,289
L17,2,12,290
L17,2,13,291
L17,2,14,292
L17,2,15,293
L17,2,16,294
L17,2,17,295
L17,2,18,296
L17,2,19,297
L17,2,20,66
L17,2,21,31
L17,2,22,32
L18,1,0,298
L18,1,1,299
L18,1,2,300
L18,1,3,301
L18,1,4,302
L18,1,5,303
L18,1,6,304
L18,1,7,305
L18,1,8,306
L18,1,9,307
L18,1,10,308
L18,1,11,76
L18,1,12,77
L18,1,13,78
L18,1,14,79
L18,1,15,80
L18,1,16,81
L18,1,17,82
L18,1,18,83
L18,1,19,309
L18,1,20,310
L18,1,21,64
L18,1,22,65
L18,1,23,18
L18,1,24,311
L18,1,25,312
L18,1,26,313
L18,1,27,314
L18,1,28,315
L18,1,29,316
L18,1,30,163
L18,1,31,164
L18,1,32,165
L18,1,33,166
L18,1,34,167
L18,1,35,168
L18,1,36,144
L18,1,37,145
L18,1,38,146
L18,1,39,169
L18,1,40,170
L18,1,41,171
L18,1,42,152
L18,1,43,153
L18,2,0,103
L18,2,1,104
L18,2,2,172
L18,2,3,173
L18,2,4,109
L18,2,5,110
L18,2,6,111
L18,2,7,174
L18,2,8,175
L18,2,9,176
L18,2,10,177
L18,2,11,317
L18,2,12,318
L18,2,13,319
L18,2,14,320
L18,2,15,321
L18,2,16,322
L18,2,17,180
L18,2,18,34
L18,2,19,35
L18,2,20,323
L18,2,21,324
L18,2,22,86
L18,2,23,87
L18,2,24,88
L18,2,25,89
L18,2,26,90
L18,2,27,91
L18,2,28,92
L18,2,29,93
L18,2,30,325
L18,2,31,326
L18,2,32,327
L18,2,33,328
L18,2,34,329
L18,2,35,330
L18,2,36,331
L18,2,37,332
L18,2,38,333
L18,2,39,334
L18,2,40,335
L19,1,0,1
L19,1,1,2
L19,1,2,18
L19,1,3,5
L19,1,4,336
L19,1,5,324
L19,1,6,86
L19,1,7,87
L19,1,8,89
L19,1,9,337
L19,2,0,337
L19,2,1,80
L19,2,2,82
L19,2,3,83
L19,2,4,84
L19,2,5,1
L2,1,0,1
L2,1,1,338
L2,1,2,339
L2,1,3,340
L2,1,4,341
L2,1,5,342
L2,1,6,343
L2,1,7,344
L2,1,8,345
L2,1,9,346
L2,1,10,347
L2,1,11,348
L2,1,12,349
L2,1,13,350
L2,1,14,351
L2,2,0,351
L2,2,1,352
L2,2,2,353
L2,2,3,354
L2,2,4,355
L2,2,5,356
L2,2,6,357
L2,2,7,358
L2,2,8,359
L2,2,9,360
L2,2,10,361
L2,2,11,362
L2,2,12,32
L2,2,13,1
L20,1,0,363
L20,1,1,364
L20,1,2,365
L20,1,3,366
L20,1,4,367
L20,1,5,368
L20,1,6,369
L20,1,7,370
L20,1,8,371
L20,1,9,372
L20,1,10,373
L20,1,11,374
L20,1,12,375
L20,1,13,376
L20,1,14,85
L20,1,15,86
L20,1,16,87
L20,1,17,88
L20,1,18,89
L20,1,19,90
L20,1,20,91
L20,1,21,92
L20,1,22,93
L20,1,23,325
L20,1,24,326
L20,1,25,327
L20,1,26,328
L20,1,27,329
L20,1,28,330
L20,1,29,331
L20,1,30,377
L20,1,31,378
L20,2,0,378
L20,2,1,379
L20,2,2,302
L20,2,3,303
L20,2,4,304
L20,2,5,305
L20,2,6,306
L20,2,7,307
L20,2,8,308
L20,2,9,76
L20,2,10,77
L20,2,11,78
L20,2,12,79
L20,2,13,80
L20,2,14,81
L20,2,15,82
L20,2,16,83
L20,2,17,84
L20,2,18,380
L20,2,19,381
L20,2,20,382
L20,2,21,383
L20,2,22,384
L20,2,23,385
L20,2,24,386
L20,2,25,387
L20,2,26,388
L20,2,27,389
L20,2,28,390
L20,2,29,391
L20,2,30,363
L21,1,0,90
L21,1,1,91
L21,1,2,92
L21,1,3,93
L21,1,4,325
L21,1,5,326
L21,1,6,327
L21,1,7,328
L21,1,8,329
L21,1,9,330
L21,1,10,331
L21,1,11,377
L21,1,12,392
L21,1,13,393
L21,1,14,394
L21,1,15,395
L21,1,16,396
L21,1,17,397
L21,1,18,55
L21,1,19,56
L21,1,20,57
L21,1,21,398
L21,2,0,399
L21,2,1,42
L21,2,2,43
L21,2,3,44
L21,2,4,400
L21,2,5,401
L21,2,6,402
L21,2,7,403
L21,2,8,404
L21,2,9,405
L21,2,10,379
L21,2,11,302
L21,2,12,303
L21,2,13,304
L21,2,14,305
L21,2,15,306
L21,2,16,307
L21,2,17,308
L21,2,18,76
L21,2,19,77
L21,2,20,78
L21,2,21,79
L22,1,0,180
L22,1,1,34
L22,1,2,35
L22,1,3,36
L22,1,4,37
L22,1,5,38
L22,1,6,39
L22,1,7,40
L22,1,8,406
L22,1,9,407
L22,1,10,408
L22,1,11,409
L22,1,12,410
L22,1,13,411
L22,1,14,412
L22,1,15,413
L22,1,16,414
L22,1,17,415
L22,1,18,416
L22,1,19,417
L22,1,20,418
L22,1,21,419
L22,1,22,420
L22,1,23,421
L22,1,24,422
L22,1,25,423
L22,1,26,424
L22,1,27,425
L22,1,28,426
L22,1,29,427
L22,1,30,428
L22,1,31,429
L22,1,32,430
L22,1,33,431
L22,1,34,432
L22,1,35,433
L22,1,36,434
L22,1,37,435
L22,1,38,436
L22,2,0,436
L22,2,1,437
L22,2,2,438
L22,2,3,439
L22,2,4,440
L22,2,5,441
L22,2,6,442
L22,2,7,443
L22,2,8,444
L22,2,9,445
L22,2,10,446
L22,2,11,447
L22,2,12,448
L22,2,13,449
L22,2,14,450
L22,2,15,451
L22,2,16,452
L22,2,17,453
L22,2,18,454
L22,2,19,455
L22,2,20,456
L22,2,21,457
L22,2,22,458
L22,2,23,459
L22,2,24,460
L22,2,25,461
L22,2,26,462
L22,2,27,463
L22,2,28,464
L22,2,29,59
L22,2,30,60
L22,2,31,61
L22,2,32,62
L22,2,33,63
L22,2,34,64
L22,2,35,65
L22,2,36,180
L23,1,0,180
L23,1,1,5
L23,1,2,6
L23,1,3,222
L23,1,4,223
L23,1,5,224
L23,1,6,225
L23,1,7,226
L23,1,8,227
L23,1,9,465
L23,1,10,466
L23,1,11,467
L23,1,12,468
L23,1,13,469
L23,1,14,470
L23,1,15,471
L23,1,16,472
L23,1,17,473
L23,1,18,474
L23,1,19,475
L23,1,20,476
L23,1,21,477
L23,1,22,478
L23,1,23,479
L23,1,24,480
L23,1,25,481
L23,1,26,482
L23,1,27,483
L23,1,28,484
L23,2,0,485
L23,2,1,486
L23,2,2,487
L23,2,3,488
L23,2,4,489
L23,2,5,490
L23,2,6,491
L23,2,7,492
L23,2,8,493
L23,2,9,494
L23,2,10,495
L23,2,11,496
L23,2,12,497
L23,2,13,498
L23,2,14,499
L23,2,15,500
L23,2,16,501
L23,2,17,502
L23,2,18,503
L23,2,19,504
L23,2,20,254
L23,2,21,255
L23,2,22,256
L23,2,23,257
L23,2,24,505
L23,2,25,259
L23,2,26,27
L23,2,27,28
L23,2,28,29
L23,2,29,180
L24,1,0,506
L24,1,1,507
L24,1,2,508
L24,1,3,509
L24,1,4,510
L24,1,5,511
L24,1,6,512
L24,1,7,513
L24,1,8,514
L24,1,9,515
L24,1,10,516
L24,1,11,517
L24,1,12,518
L24,1,13,519
L24,1,14,520
L24,1,15,521
L24,1,16,522
L24,1,17,523
L24,1,18,524
L24,2,0,525
L24,2,1,526
L24,2,2,527
L24,2,3,528
L24,2,4,529
L24,2,5,530
L24,2,6,531
L24,2,7,532
L24,2,8,533
L24,2,9,534
L24,2,10,535
L24,2,11,536
L24,2,12,537
L24,2,13,538
L24,2,14,539
L24,2,15,540
L24,2,16,541
L24,2,17,542
L24,2,18,506
L25,1,0,506
L25,1,1,381
L25,1,2,382
L25,1,3,383
L25,1,4,543
L25,1,5,544
L25,1,6,545
L25,1,7,546
L25,1,8,547
L25,1,9,548
L25,1,10,549
L25,1,11,550
L25,1,12,551
L25,1,13,552
L25,1,14,553
L25,1,15,554
L25,1,16,555
L25,1,17,556
L25,1,18,557
L25,1,19,558
L25,1,20,559
L25,1,21,560
L25,1,22,561
L25,1,23,562
L25,1,24,563
L25,1,25,564
L25,1,26,565
L25,1,27,566
L25,1,28,567
L25,1,29,568
L25,1,30,569
L25,1,31,570
L25,1,32,571
L25,1,33,572
L25,1,34,573
L25,1,35,574
L25,1,36,575
L25,1,37,576
L25,1,38,577
L25,1,39,578
L25,1,40,579
L25,1,41,580
L25,2,0,581
L25,2,1,582
L25,2,2,583
L25,2,3,584
L25,2,4,585
L25,2,5,586
L25,2,6,587
L25,2,7,588
L25,2,8,589
L25,2,9,590
L25,2,10,591
L25,2,11,592
L25,2,12,593
L25,2,13,594
L25,2,14,595
L25,2,15,596
L25,2,16,597
L25,2,17,598
L25,2,18,599
L25,2,19,600
L25,2,20,601
L25,2,21,602
L25,2,22,603
L25,2,23,604
L25,2,24,605
L25,2,25,606
L25,2,26,607
L25,2,27,608
L25,2,28,609
L25,2,29,610
L25,2,30,611
L25,2,31,612
L25,2,32,613
L25,2,33,614
L25,2,34,615
L25,2,35,616
L25,2,36,617
L25,2,37,618
L25,2,38,373
L25,2,39,374
L25,2,40,375
L25,2,41,506
L26,1,0,619
L26,1,1,260
L26,1,2,261
L26,1,3,262
L26,1,4,263
L26,1,5,264
L26,1,6,265
L26,1,7,266
L26,1,8,267
L26,1,9,268
L26,1,10,269
L26,1,11,620
L26,1,12,621
L26,1,13,622
L26,1,14,623
L26,1,15,624
L26,1,16,625
L26,1,17,626
L26,1,18,627
L26,1,19,628
L26,1,20,629
L26,1,21,630
L26,1,22,631
L26,1,23,632
L26,1,24,633
L26,1,25,634
L26,1,26,635
L26,2,0,635
L26,2,1,636
L26,2,2,637
L26,2,3,638
L26,2,4,639
L26,2,5,640
L26,2,6,641
L26,2,7,642
L26,2,8,643
L26,2,9,644
L26,2,10,645
L26,2,11,646
L26,2,12,647
L26,2,13,648
L26,2,14,649
L26,2,15,650
L26,2,16,287
L26,2,17,288
L26,2,18,289
L26,2,19,290
L26,2,20,291
L26,2,21,292
L26,2,22,293
L26,2,23,294
L26,2,24,295
L26,2,25,296
L26,2,26,297
L26,2,27,619
L261,1,0,619
L261,1,1,260
L261,1,2,261
L261,1,3,262
L261,1,4,263
L261,1,5,264
L261,1,6,265
L261,1,7,266
L261,1,8,267
L261,1,9,268
L261,1,10,269
L261,1,11,620
L261,1,12,621
L261,1,13,622
L261,1,14,623
L261,1,15,624
L261,1,16,625
L261,1,17,626
L261,1,18,651
L261,1,19,652
L261,1,20,653
L261,1,21,654
L261,1,22,655
L261,1,23,656
L261,1,24,657
L261,1,25,658
L261,1,26,659
L261,1,27,660
L261,1,28,661
L261,1,29,662
L261,1,30,663
L261,1,31,664
L261,1,32,665
L261,1,33,666
L261,1,34,667
L261,1,35,668
L261,1,36,669
L261,1,37,670
L261,1,38,671
L261,1,39,672
L261,1,40,673
L261,1,41,674
L261,1,42,675
L261,1,43,676
L261,1,44,677
L261,1,45,678
L261,1,46,679
L261,1,47,680
L261,1,48,681
L261,1,49,682
L261,1,50,683
L261,1,51,684
L261,1,52,685
L261,1,53,686
L261,1,54,687
L261,1,55,688
L261,2,0,689
L261,2,1,690
L261,2,2,691
L261,2,3,692
L261,2,4,693
L261,2,5,694
L261,2,6,695
L261,2,7,696
L261,2,8,697
L261,2,9,698
L261,2,10,699
L261,2,11,700
L261,2,12,701
L261,2,13,702
L261,2,14,703
L261,2,15,704
L261,2,16,705
L261,2,17,706
L261,2,18,707
L261,2,19,708
L261,2,20,709
L261,2,21,710
L261,2,22,711
L261,2,23,712
L261,2,24,713
L261,2,25,714
L261,2,26,715
L261,2,27,716
L261,2,28,717
L261,2,29,718
L261,2,30,719
L261,2,31,720
L261,2,32,721
L261,2,33,722
L261,2,34,723
L261,2,35,724
L261,2,36,725
L261,2,37,726
L261,2,38,644
L261,2,39,645
L261,2,40,646
L261,2,41,647
L261,2,42,648
L261,2,43,649
L261,2,44,650
L261,2,45,287
L261,2,46,288
L261,2,47,289
L261,2,48,290
L261,2,49,291
L261,2,50,292
L261,2,51,293
L261,2,52,294
L261,2,53,295
L261,2,54,296
L261,2,55,297
L261,2,56,619
L262,1,0,619
L262,1,1,260
L262,1,2,261
L262,1,3,262
L262,1,4,263
L262,1,5,264
L262,1,6,265
L262,1,7,266
L262,1,8,267
L262,1,9,268
L262,1,10,269
L262,1,11,620
L262,1,12,621
L262,1,13,622
L262,1,14,623
L262,1,15,624
L262,1,16,625
L262,1,17,626
L262,1,18,727
L262,1,19,728
L262,1,20,729
L262,1,21,730
L262,1,22,731
L262,1,23,732
L262,1,24,733
L262,2,0,733
L262,2,1,734
L262,2,2,735
L262,2,3,736
L262,2,4,737
L262,2,5,738
L262,2,6,739
L262,2,7,644
L262,2,8,645
L262,2,9,646
L262,2,10,647
L262,2,11,648
L262,2,12,649
L262,2,13,650
L262,2,14,287
L262,2,15,288
L262,2,16,289
L262,2,17,290
L262,2,18,291
L262,2,19,292
L262,2,20,293
L262,2,21,294
L262,2,22,295
L262,2,23,296
L262,2,24,297
L262,2,25,619
L27,1,0,180
L27,1,1,34
L27,1,2,35
L27,1,3,36
L27,1,4,37
L27,1,5,38
L27,1,6,39
L27,1,7,40
L27,1,8,406
L27,1,9,407
L27,1,10,408
L27,1,11,409
L27,1,12,410
L27,1,13,411
L27,1,14,740
L27,1,15,183
L27,1,16,184
L27,1,17,185
L27,1,18,186
L27,1,19,187
L27,1,20,741
L27,1,21,742
L27,1,22,743
L27,1,23,744
L27,1,24,745
L27,1,25,746
L27,1,26,747
L27,1,27,748
L27,1,28,749
L27,1,29,750
L27,1,30,751
L27,1,31,752
L27,1,32,753
L27,1,33,754
L27,2,0,755
L27,2,1,756
L27,2,2,757
L27,2,3,758
L27,2,4,759
L27,2,5,760
L27,2,6,761
L27,2,7,762
L27,2,8,763
L27,2,9,764
L27,2,10,765
L27,2,11,766
L27,2,12,767
L27,2,13,768
L27,2,14,769
L27,2,15,156
L27,2,16,157
L27,2,17,158
L27,2,18,770
L27,2,19,459
L27,2,20,460
L27,2,21,461
L27,2,22,462
L27,2,23,463
L27,2,24,464
L27,2,25,59
L27,2,26,60
L27,2,27,61
L27,2,28,62
L27,2,29,63
L27,2,30,64
L27,2,31,65
L27,2,32,180
L28,1,0,771
L28,1,1,772
L28,1,2,773
L28,1,3,774
L28,1,4,775
L28,1,5,266
L28,1,6,267
L28,1,7,776
L28,1,8,777
L28,1,9,778
L28,1,10,625
L28,1,11,779
L28,1,12,780
L28,1,13,781
L28,1,14,782
L28,1,15,783
L28,1,16,784
L28,1,17,785
L28,1,18,786
L28,1,19,787
L28,1,20,788
L28,1,21,789
L28,1,22,790
L28,1,23,791
L28,1,24,792
L28,1,25,793
L28,1,26,794
L28,1,27,795
L28,1,28,796
L28,1,29,797
L28,1,30,798
L28,1,31,799
L28,1,32,800
L28,1,33,801
L28,1,34,802
L28,1,35,803
L28,1,36,804
L28,1,37,805
L28,1,38,806
L28,1,39,807
L28,1,40,808
L28,1,41,809
L28,1,42,810
L28,1,43,811
L28,1,44,812
L28,1,45,813
L28,1,46,814
L28,1,47,815
L28,2,0,816
L28,2,1,817
L28,2,2,818
L28,2,3,819
L28,2,4,820
L28,2,5,821
L28,2,6,822
L28,2,7,823
L28,2,8,824
L28,2,9,825
L28,2,10,826
L28,2,11,827
L28,2,12,828
L28,2,13,829
L28,2,14,830
L28,2,15,831
L28,2,16,832
L28,2,17,833
L28,2,18,834
L28,2,19,835
L28,2,20,836
L28,2,21,837
L28,2,22,838
L28,2,23,839
L28,2,24,840
L28,2,25,841
L28,2,26,842
L28,2,27,843
L28,2,28,844
L28,2,29,845
L28,2,30,846
L28,2,31,847
L28,2,32,848
L28,2,33,849
L28,2,34,850
L28,2,35,851
L28,2,36,852
L28,2,37,853
L28,2,38,854
L28,2,39,855
L28,2,40,856
L28,2,41,289
L28,2,42,857
L28,2,43,858
L28,2,44,859
L28,2,45,860
L28,2,46,861
L28,2,47,771
L29,1,0,862
L29,1,1,863
L29,1,2,864
L29,1,3,865
L29,1,4,866
L29,1,5,867
L29,1,6,868
L29,1,7,869
L29,1,8,870
L29,1,9,871
L29,1,10,872
L29,1,11,873
L29,1,12,874
L29,1,13,875
L29,1,14,876
L29,1,15,877
L29,1,16,878
L29,1,17,879
L29,1,18,880
L29,1,19,881
L29,1,20,882
L29,1,21,883
L29,1,22,884
L29,1,23,885
L29,1,24,886
L29,1,25,887
L29,1,26,888
L29,1,27,889
L29,1,28,890
L29,1,29,891
L29,1,30,892
L29,1,31,893
L29,1,32,894
L29,1,33,895
L29,1,34,896
L29,1,35,897
L29,1,36,898
L29,1,37,899
L29,1,38,900
L29,1,39,901
L29,1,40,902
L29,1,41,903
L29,1,42,904
L29,1,43,905
L29,2,0,906
L29,2,1,907
L29,2,2,908
L29,2,3,909
L29,2,4,910
L29,2,5,911
L29,2,6,912
L29,2,7,913
L29,2,8,914
L29,2,9,915
L29,2,10,916
L29,2,11,917
L29,2,12,918
L29,2,13,919
L29,2,14,920
L29,2,15,921
L29,2,16,922
L29,2,17,923
L29,2,18,924
L29,2,19,925
L29,2,20,926
L29,2,21,927
L29,2,22,928
L29,2,23,929
L29,2,24,930
L29,2,25,931
L29,2,26,932
L29,2,27,933
L29,2,28,934
L29,2,29,935
L29,2,30,936
L29,2,31,937
L29,2,32,938
L29,2,33,939
L29,2,34,940
L29,2,35,941
L29,2,36,942
L29,2,37,943
L29,2,38,944
L29,2,39,945
L29,2,40,946
L29,2,41,947
L29,2,42,363
L3,1,0,1
L3,1,1,2
L3,1,2,3
L3,1,3,33
L3,1,4,18
L3,1,5,5
L3,1,6,6
L3,1,7,948
L3,1,8,949
L3,1,9,950
L3,1,10,951
L3,1,11,952
L3,1,12,953
L3,1,13,954
L3,1,14,955
L3,1,15,956
L3,1,16,465
L3,1,17,466
L3,1,18,467
L3,1,19,468
L3,1,20,957
L3,1,21,958
L3,1,22,959
L3,1,23,960
L3,1,24,961
L3,1,25,962
L3,1,26,764
L3,1,27,963
L3,1,28,964
L3,1,29,965
L3,1,30,966
L3,1,31,967
L3,1,32,968
L3,1,33,969
